year,fear,ideology,insurgent,qaeda,reign,terror,terrorism,terrorization,violence
1970.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
1970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1970.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0
1970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
1970.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1970.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
1970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1970.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1970.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0
1970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
1970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1970.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
1970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
1970.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0
1970.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0
1970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1970.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1970.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0
1970.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1971.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1971.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1971.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1971.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1971.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0
1971.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1971.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
1971.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1971.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1971.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1971.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1971.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1971.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1971.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1971.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
1971.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1971.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0
1971.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
1971.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1971.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1971.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1971.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1971.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1971.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1971.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1971.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1971.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1971.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1971.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1971.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1971.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1971.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1971.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1971.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1971.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1971.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0
1971.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1971.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1971.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1971.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1971.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1971.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0
1971.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1971.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1971.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1971.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
1971.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1971.0,1.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1971.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1971.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1971.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1971.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1971.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1971.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
1971.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1971.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1971.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1971.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
1971.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1971.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1971.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,7.0
1971.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1971.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1971.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1971.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
1971.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1971.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1971.0,1.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,1.0
1971.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1971.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1971.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
1971.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0
1971.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
1971.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1971.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1971.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0
1971.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1971.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1971.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1971.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1971.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1971.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1971.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1971.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1971.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1971.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
1971.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
1971.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1971.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
1971.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1971.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1971.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1971.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1971.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1971.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,2.0
1971.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1971.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1971.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1971.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
1971.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1971.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1971.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1971.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1971.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1971.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1971.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1971.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0
1971.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1971.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1971.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
1971.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1971.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1971.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1971.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1971.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1971.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
1972.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0
1972.0,2.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,10.0
1972.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,5.0
1972.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1972.0,0.0,3.0,0.0,0.0,0.0,3.0,7.0,0.0,4.0
1972.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1972.0,0.0,1.0,0.0,0.0,0.0,1.0,12.0,0.0,5.0
1972.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,4.0
1972.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
1972.0,0.0,0.0,0.0,0.0,0.0,14.0,7.0,0.0,14.0
1972.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1972.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
1972.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1972.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,3.0
1972.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1972.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1972.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1972.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1972.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1972.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0
1972.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
1972.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
1972.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,5.0
1972.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0
1972.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0
1972.0,0.0,1.0,0.0,0.0,0.0,1.0,13.0,0.0,5.0
1972.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,0.0,2.0
1972.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,0.0,0.0
1972.0,0.0,3.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0
1972.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
1972.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0
1972.0,0.0,0.0,0.0,0.0,0.0,1.0,30.0,0.0,2.0
1972.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1972.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0
1972.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,5.0
1972.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0
1972.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0
1972.0,1.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0
